luminosity_distance,dec,ra,theta_jn,psi,phase,chi_1,chi_2,lambda_1,lambda_2,mass_1_source,mass_2_source,reference_frequency,waveform_approximant,minimum_frequency,redshift,mass_1,mass_2,a_1,cos_tilt_1,a_2,cos_tilt_2,phi_jl,phi_12,tilt_1,tilt_2,chirp_mass,total_mass,symmetric_mass_ratio,mass_ratio,iota,spin_1x,spin_1y,spin_1z,spin_2x,spin_2y,spin_2z,phi_1,phi_2,chi_eff,chi_1_in_plane,chi_2_in_plane,chi_p,comoving_distance,chirp_mass_source,total_mass_source,lambda_tilde,delta_lambda_tilde,geocent_time,network_snr,network_snr_opt,ns_radius,disk_mass,remnant_mass,ejecta_mass
1386.8312335366784,1.2951050383318974,3.73043929502104,2.601763476849351,0.0871691636141369,3.018593866495052,0.0309008863266817,-0.0089188151954919,0.0,1205.8918952914082,17.512475390947124,1.2839174772974555,50.0,TaylorF2,20.0,0.2646085284042607,22.146425732861477,1.623652991557646,0.0309008863266817,1.0,0.0089188151954919,-1.0,0.0,0.0,0.0,3.141592653589793,4.552731023303645,23.77007872441912,0.0636407986678514,0.0733144486222183,2.601763476849351,0,0,0.0309008863266817,0,0,-0.0089188151954919,0.0,0.0,0.0281809383513731,0.0,0.0,0.0,1096.6486525158284,3.600110960068001,18.796392868244578,5312.300374854514,1093.0075168379717,1126259642.413,12.065314647155109,10.829982431258635,13.542659721292607,0.0,0.0,0.0
1369.085162282582,-0.5853057031319666,4.391063503905901,2.198952730534604,0.2530453998925424,2.5861309002736608,0.2032706807389084,-0.0147553467271857,0.0,257.5936722396562,17.348604602638847,1.6707222081216402,50.0,TaylorF2,20.0,0.2616350043967088,21.887606844127024,2.1078416203892245,0.2032706807389084,1.0,0.0147553467271857,-1.0,0.0,0.0,0.0,3.141592653589793,5.27710795355205,23.995448464516247,0.0801269316741491,0.0963029734315065,2.198952730534604,0,0,0.2032706807389084,0,0,-0.0147553467271857,0.0,0.0,0.1841185346266677,0.0,0.0,0.0,1085.1673813491316,4.182753280593596,19.01932681076049,3372.875822755175,394.13175532237193,1126259642.413,12.065554485187468,12.66860198532109,13.547514047883086,0.0,0.0,0.0
1033.7577563371594,0.207330762337504,4.346261514971934,1.1780623748721324,1.5526110966609976,1.2847567721843036,0.0335147285956085,0.001619896059391,0.0,195.41381976885717,24.696580186960183,1.7437500732316586,50.0,TaylorF2,20.0,0.2039523593588711,29.733505984186262,2.09939201479946,0.0335147285956085,1.0,0.001619896059391,1.0,0.0,0.0,0.0,0.0,5.97900011717066,31.832897998985725,0.0616009354298845,0.0706069447685052,1.1780623748721324,0,0,0.0335147285956085,0,0,0.001619896059391,0.0,0.0,0.031411251973969,0.0,0.0,0.0,858.6367593784429,4.966143444707893,26.440330260191843,845.8266613117114,184.35328003499424,1126259642.413,12.067266242013426,11.395939978758516,13.532827309475236,0.0,0.0,0.0
1470.592978845461,-0.1821780094792932,0.7732057548291315,2.6426272215672006,2.685513712154765,0.8936661026876038,0.0100000006349336,-0.0001071083202466,0.0,499.11192625286486,4.84147038928416,1.5013423924760374,50.0,TaylorF2,20.0,0.2785459571773123,6.190042393012931,1.9195352462391515,0.0100000006349336,1.0,0.0001071083202466,-1.0,0.0,0.0,0.0,3.141592653589793,2.904920031730255,8.109577639252082,0.1806729943515419,0.3101005008311163,2.6426272215672006,0,0,0.0100000006349336,0,0,-0.0001071083202466,0.0,0.0,0.0076076501648989,0.0,0.0,0.0,1150.2073642265325,2.272049757322405,6.342812781760197,1438.0178117179212,-245.51318962440047,1126259642.413,12.067343468296839,11.084719229389627,13.561481724637062,0.0,0.0,0.0
1026.9604955336276,0.5071705666493366,4.418680162267574,2.150025589900361,2.5173772360579383,0.4579405095972758,0.0154415466776113,0.0270393381131903,0.0,1939.1802099855884,21.37892450672299,1.1767718104353535,50.0,TaylorF2,20.0,0.2027512646809008,25.71352848797858,1.4153637832419548,0.0154415466776113,1.0,0.0270393381131903,1.0,0.0,0.0,0.0,0.0,4.466130824149476,27.128892271220533,0.0494499244620146,0.0550435458091119,2.150025589900361,0,0,0.0154415466776113,0,0,0.0270393381131903,0.0,0.0,0.0160466246070529,0.0,0.0,0.0,853.8427857121558,3.7132622141406553,22.55569631715834,4203.782524717449,1249.8230853138268,1126259642.413,12.074047492035628,10.141442680387904,13.517547342461318,0.0,0.0,0.0
903.3936531534164,-0.6819726416564491,5.5124550520991615,2.427544030124257,1.5802069298972397,1.1173438634180437,0.2880483797988433,0.0041439427440249,0.0,84.88296070018711,3.596661825004235,1.9630206640457,50.0,TaylorF2,20.0,0.1806709334699451,4.246474074303466,2.317681439839628,0.2880483797988433,1.0,0.0041439427440249,1.0,0.0,0.0,0.0,0.0,2.7065344516051906,6.564155514143094,0.2284149348708118,0.5457896125787108,2.427544030124257,0,0,0.2880483797988433,0,0,0.0041439427440249,0.0,0.0,0.18780699413509,0.0,0.0,0.0,765.1527861549022,2.292369850802368,5.559682489049935,3648.419727572617,-1068.6892093647866,1126259642.413,12.074484213986901,11.92480616328484,13.433681477539112,0.0,0.0,0.0
1777.4918432285183,0.809919403043289,5.854367438362587,0.2848861662688465,0.831505445296458,3.785315737812613,0.0776407232046219,-0.0016117801344223,0.0,502.2946437457499,14.920469052477886,1.499747274224681,50.0,TaylorF2,20.0,0.3283422113038193,19.81948885485868,1.9921776106404885,0.0776407232046219,1.0,0.0016117801344223,-1.0,0.0,0.0,0.0,3.141592653589793,4.899080021108457,21.81166646549917,0.0829932570481873,0.1005160942963527,0.2848861662688465,0,0,0.0776407232046219,0,0,-0.0016117801344223,0.0,0.0,0.0704021629144675,0.0,0.0,0.0,1338.127954182543,3.688115893192778,16.42021632670257,6530.681287576395,671.0194573831697,1126259642.413,12.082482671329126,10.525599961130304,13.561354831564666,0.0,0.0,0.0
1325.0565130994464,1.3723523631450116,0.4003325994912174,0.8019483151188276,2.954404816178954,0.091866662441219,0.2862233592403833,-0.0221919118471321,0.0,273.91138725821514,8.21061747710747,1.6544451132195288,50.0,TaylorF2,20.0,0.254225393575925,10.297964936726483,2.075047073277529,0.2862233592403833,1.0,0.0221919118471321,-1.0,0.0,0.0,0.0,3.141592653589793,3.796404944456717,12.373012010004016,0.1395817031242098,0.2015006931978489,0.8019483151188276,0,0,0.2862233592403833,0,0,-0.0221919118471321,0.0,0.0,0.2344998011361155,0.0,0.0,0.0,1056.4739974338936,3.0268921071935706,9.865062590326998,2688.472026490197,-266.502366133671,1126259642.413,12.082926526628146,10.548324501437257,13.550285855695252,0.0,0.0,0.0
967.1566003416744,0.8191687076211545,0.7470777905732552,1.6432171130934636,1.4500266277087297,4.448886254500589,0.3490183509710862,0.0114462472537658,0.0,556.9819833283449,23.330730069274104,1.4737273934317991,50.0,TaylorF2,20.0,0.1921239458929928,27.813121990747344,1.7568657154285114,0.3490183509710862,1.0,0.0114462472537658,1.0,0.0,0.0,0.0,0.0,5.238690681591455,29.56998770617585,0.0558838116889591,0.0631667928545731,1.6432171130934636,0,0,0.3490183509710862,0,0,0.0114462472537658,0.0,0.0,0.328961905178849,0.0,0.0,0.0,811.2886246014257,4.394417794927582,24.8044574627059,620.2988561935492,157.4358481638654,1126259642.413,12.091889796538977,11.365732576413315,13.559284926957663,0.0,0.0,0.0
943.3617840394584,-0.9818401284832816,1.4797370734360438,2.7412336797929115,3.087037894284823,5.235591941233476,0.4252244958790784,-0.0198602403662922,0.0,947.7493587912296,5.037243708858515,1.3416888861866116,50.0,TaylorF2,20.0,0.1878650054504924,5.983565525678679,1.5937452761029245,0.4252244958790784,1.0,0.0198602403662922,-1.0,0.0,0.0,0.0,3.141592653589793,2.5806217712850392,7.5773108017816035,0.1660920170721388,0.2663537767345091,2.7412336797929115,0,0,0.4252244958790784,0,0,-0.0198602403662922,0.0,0.0,0.33160926556679,0.0,0.0,0.0,794.1658178724465,2.172487411821977,6.378932595045127,6457.612063547765,-1190.4279099213886,1126259642.413,12.093206764639179,13.195842575797775,13.548123280266697,0.09524272793265756,0.12067752134965254,0.028572818379797266
1739.9190187267038,-0.8801912640783569,0.947651458743332,2.862713371384215,0.2083674272461925,3.136251442118207,0.0100000000051527,-0.0350270702279207,0.0,453.7824231101947,16.679189450256878,1.5252376076659764,50.0,TaylorF2,20.0,0.3223457976709625,22.055656078105034,2.016891540946816,0.0100000000051527,1.0,0.0350270702279207,-1.0,0.0,0.0,0.0,3.141592653589793,5.159612716164661,24.07254761905185,0.0767641449080125,0.091445547292017,2.862713371384215,0,0,0.0100000000051527,0,0,-0.0350270702279207,0.0,0.0,0.0062274571690621,0.0,0.0,0.0,1315.7821762285057,3.901863434853612,18.204427057922853,6819.134248690799,910.520220029402,1126259642.413,12.09611437013074,11.336364700750515,13.560657389125046,0.0,0.0,0.0
1558.319737871272,-0.2667920970483834,4.4560720154574,0.8545724862118085,2.059302384846136,1.0809765980587018,0.6708702463780326,0.015793899285,0.0,703.663330468047,19.178650879953278,1.4145192595448397,50.0,TaylorF2,20.0,0.2929769180777428,24.79755290765097,1.8289407527678976,0.6708702463780326,1.0,0.015793899285,1.0,0.0,0.0,0.0,0.0,5.115667175785908,26.626493660418877,0.0639706116606722,0.0737548886206267,0.8545724862118085,0,0,0.6708702463780326,0,0,0.015793899285,0.0,0.0,0.6258738663569643,0.0,0.0,0.0,1205.218525906097,3.956503093180754,20.593170139498117,7375.670679026465,1502.6551967427947,1126259642.413,12.096338353283132,11.477276473204176,13.554574867365915,0.0,0.0,0.0
2147.6410698287605,-0.2454291027198339,3.9323455254237314,2.5816715719148786,0.1544437604592481,0.3554072186689669,0.0100005027500666,-0.0023837481464122,0.0,144.61054058388874,23.968836594233306,1.8226325468644415,50.0,TaylorF2,20.0,0.386097965020416,33.22315562717366,2.5263472641887805,0.0100005027500666,1.0,0.0023837481464122,-1.0,0.0,0.0,0.0,3.141592653589793,6.977604592881469,35.74950289136244,0.0656740672550403,0.076041761130073,2.5816715719148786,0,0,0.0100005027500666,0,0,-0.0023837481464122,0.0,0.0,0.0091253320248562,0.0,0.0,0.0,1549.415057850165,5.03399093640448,25.791469141097743,7580.778086023583,1469.314321145928,1126259642.413,12.105788284271025,12.355053341327652,13.50873020037391,0.0,0.0,0.0
